DATE,ARTIST,TITLE,2nd ARTIST,STYLE,COMPOSER,AUTHOR
1943-04-05,Anibal TROILO,Tango y copas,Alberto Marino,TANGO,Héctor Artola,Carlos Bahr
1943-04-27,Anibal TROILO,Cuando tallan los recuerdos,Alberto Marino,TANGO,Rafael Rossi,Enrique Cadícamo
1943-04-27,Anibal TROILO,Soy del 90,Francisco Fiorentino,TANGO,Tito Ribero,Carlos Waiss
1943-05-03,Anibal TROILO,Inspiración,,TANGO,Peregrino Paulos,Luis Rubistein
1943-05-03,Anibal TROILO,Ropa blanca,Alberto Marino,MILONGA,Alfredo Malerba,Homero Manzi
1943-06-02,Anibal TROILO,De barro,Francisco Fiorentino,TANGO,Sebastián Piana,Homero Manzi
1943-06-02,Anibal TROILO,Farolito de papel,Alberto Marino,TANGO,Mario Lespés y Teófilo Lespés,Francisco García Jiménez
1943-06-02,Anibal TROILO,Soy un porteño,Francisco Fiorentino,MILONGA,José Razzano,Celedonio Flores
1943-06-30,Anibal TROILO,Uno,Alberto Marino,TANGO,Mariano Mores,Enrique Santos Discepolo
1943-08-04,Anibal TROILO,El distinguido ciudadano,,TANGO,Peregrino Paulos,
1943-08-04,Anibal TROILO,Garúa,Francisco Fiorentino,TANGO,Aníbal Troilo,Enrique Cadícamo
1943-08-04,Anibal TROILO,Soñar y nada mas,Francisco Fiorentino y Alberto Marino,VALS,Francisco Canaro,Ivo Pelay
1943-08-04,Anibal TROILO,Tal vez sera su voz,Alberto Marino,TANGO,Lucio Demare,Homero Manzi
1943-09-30,Anibal TROILO,Cantando se van las penas,Alberto Marino,TANGO,Juan Canaro,Ricardo Duggan
1943-09-30,Anibal TROILO,Farol,Francisco Fiorentino,TANGO,Virgilio Expósito,Homero Expósito
1943-10-20,Anibal TROILO,Gime el viento,Francisco Fiorentino,TANGO,Atilio Bruni,Oscar Rubens
1943-10-20,Anibal TROILO,Pablo,,TANGO,José Martínez,
1943-10-20,Anibal TROILO,Uruguaya,Francisco Fiorentino y Alberto Marino,VALS,Francisco Polonio,Juan Velich
1943-11-05,Anibal TROILO,A bailar,Francisco Fiorentino,TANGO,Domingo Federico,Homero Expósito
1943-11-05,Anibal TROILO,El barrio del tambor,Alberto Marino,MILONGA,Antonio Bonavena,Antonio Bonavena
1943-11-05,Anibal TROILO,La cumparsita,,TANGO,Gerardo Matos Rodriguez,Pascual Contursi y Enrique Maroni
1943-11-05,Anibal TROILO,Sosiego en la noche,Francisco Fiorentino,TANGO,Roberto Garza,Carlos Bahr
1943-12-17,Anibal TROILO,Cada dia te extraño mas,Francisco Fiorentino,TANGO,Armando Pontier,Carlos Bahr
1943-12-17,Anibal TROILO,La luz de un fosforo,Alberto Marino,TANGO,Alberto Suárez Villanueva,Enrique Cadícamo
1943-12-17,Anibal TROILO,Orquestas de mi ciudad,Francisco Fiorentino,TANGO,Francisco Fiorentino,Avlis (Erasmo Silva Cabrera)
1944-03-03,Anibal TROILO,Chiqué,,TANGO,Ricardo Luis Brignolo,Ricardo Brignolo
1944-03-03,Anibal TROILO,Despues,Alberto Marino,TANGO,Hugo Gutiérrez,Homero Manzi
1944-03-30,Anibal TROILO,Bien porteño,,TANGO,Gregorio Suriff y Alberto Barbera,
1944-03-30,Anibal TROILO,El desafío,Francisco Fiorentino y Alberto Marino,MILONGA,René Ruiz,Charrúa (Gualberto Márquez)
1944-03-30,Anibal TROILO,Sombras nada mas,Alberto Marino,TANGO,Francisco Lomuto,José María Contursi
1944-03-30,Anibal TROILO,Tabaco,Francisco Fiorentino,TANGO,Armando Pontier,José María Contursi
1944-03-30,Anibal TROILO,Temblando,Francisco Fiorentino,VALS,Alberto Acuña,Charrúa (Gualberto Márquez)
1944-04-11,Anibal TROILO,Piropos,,TANGO,Juan Carlos Cobián,Enrique Cadícamo
1944-04-11,Anibal TROILO,Tres amigos,Alberto Marino,TANGO,Enrique Cadícamo,Enrique Cadícamo
1944-06-07,Anibal TROILO,Cristal,Alberto Marino,TANGO,Mariano Mores,José María Contursi
1944-06-07,Anibal TROILO,Siga el corso,Alberto Marino,TANGO,Anselmo Aieta,Francisco García Jiménez
1944-06-26,Anibal TROILO,El entrerriano,,TANGO,Rosendo Mendizabal,Homero Exposito
1944-06-27,Anibal TROILO,La vi llegar,Alberto Marino,TANGO,Enrique Francini,Julián Centeya
1944-06-27,Anibal TROILO,Naipe,Alberto Marino,TANGO,Aníbal Troilo,Enrique Cadícamo
1944-08-01,Anibal TROILO,Me estan sobrando las penas,Alberto Marino,TANGO,José Basso y Argentino Galván,Carlos Bahr
1944-08-01,Anibal TROILO,Rosa de Tango,Alberto Marino,TANGO,Luis Rubistein,Luis Rubistein
1944-08-31,Anibal TROILO,Alhucema,Alberto Marino,TANGO,Francisco Pracánico,Horacio Sanguinetti
1944-08-31,Anibal TROILO,Nada más que un corazón,Alberto Marino,TANGO,Manuel Sucher,Carlos Bahr
1944-09-27,Anibal TROILO,Con permiso,Alberto Marino,MILONGA,Alberto Mastra,Alberto Mastra
1944-09-27,Anibal TROILO,Quejas de bandoneón,,TANGO,Juan de Dios Filiberto,
1944-10-06,Anibal TROILO,Marioneta,Floreal Ruiz,TANGO,Juan José Guichandut,Armando Tagini
1944-10-06,Anibal TROILO,Torrente,Alberto Marino,TANGO,Hugo Gutiérrez,Homero Manzi
1944-11-23,Anibal TROILO,Naranjo en flor,Floreal Ruiz,TANGO,Virgilio Expósito,Homero Expósito
1944-11-23,Anibal TROILO,Palomita blanca,Alberto Marino y Floreal Ruiz,VALS,Anselmo Aieta,Francisco García Jiménez
1944-12-19,Anibal TROILO,Café de Los Angelitos,Alberto Marino,TANGO,José Razzano y Cátulo Castillo,José Razzano y Cátulo Castillo
1944-12-19,Anibal TROILO,Copas amigas y besos,Alberto Marino,TANGO,Mariano Mores,Enrique Cadícamo
1944-12-19,Anibal TROILO,Luna llena,Floreal Ruiz,TANGO,Mario Perini,Cátulo Castillo
1944-12-19,Anibal TROILO,Milonga en rojo,Alberto Marino y Floreal Ruiz,MILONGA,Lucio Demare y Roberto Fugazot,José González Castillo
1945-02-28,Anibal TROILO,Garras,Alberto Marino,TANGO,Aníbal Troilo,José María Contursi
1945-02-28,Anibal TROILO,Yuyo verde,Floreal Ruiz,TANGO,Domingo Federico,Homero Expósito
1945-03-27,Anibal TROILO,Equipaje,Floreal Ruiz,TANGO,Héctor Artola,Carlos Bahr
1945-03-27,Anibal TROILO,La borrachera del tango (La embriaguez del tango),Floreal Ruiz,TANGO,Adolfo Avilés,Enrique Pedro Maroni
1945-03-27,Anibal TROILO,Me quedé mirándola,Alberto Marino,TANGO,Vicente Spina,Roberto Miró
1945-03-27,Anibal TROILO,Ya estamos iguales,Alberto Marino,TANGO,Anselmo Aieta,Francisco García Jiménez
1945-05-29,Anibal TROILO,Fuegos artificiales,,TANGO,Roberto Firpo y Eduardo Arolas,
1945-05-29,Anibal TROILO,Juan Tango,Floreal Ruiz,TANGO,Pedro Maffia y Sebastián Piana,Cátulo Castillo
1945-06-05,Anibal TROILO,Cimarrón de ausencia,Alberto Marino y Floreal Ruiz,MILONGA,Juan Larenza,Marsilio Robles
1945-06-05,Anibal TROILO,La noche que te fuiste,Floreal Ruiz,TANGO,Osmar Maderna,José María Contursi
1945-06-28,Anibal TROILO,Cotorrita de la suerte,Alberto Marino,TANGO,Alfredo De Franco,José De Grandis
1945-06-28,Anibal TROILO,Soledad la de barracas,Alberto Marino,TANGO,Roberto Garza,Carlos Bahr
1945-08-10,Anibal TROILO,Fruta amarga,Alberto Marino,TANGO,Hugo Gutiérrez,Homero Manzi
1945-08-10,Anibal TROILO,Llorarás llorarás,Floreal Ruiz,VALS,Hugo Gutiérrez,Homero Manzi
1945-10-09,Anibal TROILO,Amor y Tango,Floreal Ruiz,TANGO,José Basso,Carlos Bahr
1945-10-09,Anibal TROILO,Canción desesperada,Alberto Marino,TANGO,Enrique Santos Discépolo,Enrique Santos Discépolo
1945-10-09,Anibal TROILO,Maria,Alberto Marino,TANGO,Aníbal Troilo,Cátulo Castillo
1945-10-25,Anibal TROILO,Color de rosa,,TANGO,Pedro Polito y Antonio Polito,
1945-11-15,Anibal TROILO,Adiós pampa mía,Alberto Marino y Floreal Ruiz,TANGO,Francisco Canaro y Mariano Mores,Ivo Pelay
1945-11-15,Anibal TROILO,El africano,,TANGO,Eduardo Pereyra,Francisco Lío
1945-12-18,Anibal TROILO,Margo,Alberto Marino,TANGO,Armando Pontier,Homero Expósito
1945-12-18,Anibal TROILO,Tedio,Alberto Marino,TANGO,Miguel Bucino,Miguel Bucino
1946-01-23,Anibal TROILO,Mis amigos de ayer,Floreal Ruiz,TANGO,Francisco Lomuto,José María Contursi
1946-01-23,Anibal TROILO,Príncipe,Alberto Marino,TANGO,Anselmo Aieta y Rafael Tuegols,Francisco García Jiménez
1946-03-12,Anibal TROILO,Recuerdos de bohemia,Alberto Marino,TANGO,Enrique Delfino,Manuel Romero
1946-03-22,Anibal TROILO,Bandita de mi pueblo,Floreal Ruiz,TANGO,Enrique Delfino,Cátulo Castillo
1946-03-22,Anibal TROILO,Milonga triste,Alberto Marino,MILONGA,Sebastián Piana,Homero Manzi
1946-04-10,Anibal TROILO,Bienvenida,,TANGO,Vicente Demarco,
1946-04-10,Anibal TROILO,Fuimos,Alberto Marino,TANGO,José Dames,Homero Manzi
1946-05-14,Anibal TROILO,Con mi perro,Alberto Marino,MILONGA,Aníbal Troilo,José María Contursi
1946-05-14,Anibal TROILO,Tres y dos,,TANGO,Aníbal Troilo,
1946-06-14,Anibal TROILO,Camino del Tucumán,Alberto Marino y Floreal Ruiz,TANGO,José Razzano y Cátulo Castillo,José Razzano y Cátulo Castillo
1946-06-14,Anibal TROILO,En carne propia,Alberto Marino,TANGO,Manuel Sucher,Carlos Bahr
1946-06-14,Anibal TROILO,Tarde gris,Floreal Ruiz,TANGO,Juan Bautista Guido,Luis Rubistein
1946-07-11,Anibal TROILO,Buen amigo,,TANGO,Julio De Caro,Juan Carlos Marambio Catan
1946-07-11,Anibal TROILO,Qué me van a hablar de amor,Floreal Ruiz,TANGO,Héctor Stamponi,Homero Expósito
1946-07-11,Anibal TROILO,Rosicler,Alberto Marino,TANGO,José Basso,Francisco García Jiménez
1946-09-25,Anibal TROILO,Así es Ninón,Alberto Marino,TANGO,Juan Larenza,Marsilio Robles
1946-09-25,Anibal TROILO,Sólo se quiere una vez,Floreal Ruiz,TANGO,Carlos Vicente Geroni Flores,Claudio Frollo
1946-10-22,Anibal TROILO,La revancha,,TANGO,Pedro Laurenz,
1946-10-22,Anibal TROILO,Sin palabras,Alberto Marino,TANGO,Mariano Mores,Enrique Santos Discepolo
1946-11-28,Anibal TROILO,Mi tango triste,Alberto Marino,TANGO,Aníbal Troilo,José María Contursi
1946-11-28,Anibal TROILO,Mientras gime el bandoneón,Floreal Ruiz,TANGO,Enrique Cadícamo,Enrique Cadícamo
1947-04-29,Anibal TROILO,Carnaval,Edmundo Rivero,TANGO,Anselmo Aieta,Francisco García Jiménez
1947-04-29,Anibal TROILO,Confesión,Floreal Ruiz,TANGO,Enrique Santos Discepolo,Enrique Santos Discepolo y Luis César Amadori
1947-04-29,Anibal TROILO,El milagro,Edmundo Rivero,TANGO,Armando Pontier,Homero Expósito
1947-04-29,Anibal TROILO,Flor de lino,Floreal Ruiz,VALS,Héctor Stamponi,Homero Expósito
1947-04-29,Anibal TROILO,Yira yira,Edmundo Rivero,TANGO,Enrique Santos Discepolo,Enrique Santos Discepolo
1947-07-04,Anibal TROILO,Gardel-Razzano (El morocho y el oriental),Floreal Ruiz y Edmundo Rivero,MILONGA,Ángel D'Agostino,Enrique Cadícamo
1947-07-04,Anibal TROILO,Tu pálido final,Edmundo Rivero,TANGO,Vicente Demarco,Alfredo Faustino Roldán
1947-07-04,Anibal TROILO,Y dicen que no te quiero,Floreal Ruiz,TANGO,José Canet,José Canet
1947-08-19,Anibal TROILO,Romance de barrio,Floreal Ruiz,VALS,Aníbal Troilo,Homero Manzi
1947-08-19,Anibal TROILO,Yo te bendigo,Edmundo Rivero,TANGO,Juan de Dios Filiberto,Juan Andrés Bruno
1947-10-07,Anibal TROILO,Los ejes de mi carreta,Edmundo Rivero,MILONGA,Atahualpa Yupanqui,Romildo Risso
1947-10-07,Anibal TROILO,Y la perdi,Floreal Ruiz,TANGO,Antonio Rodio,José María Contursi
1947-10-24,Anibal TROILO,Corazon de papel,Floreal Ruiz,TANGO,Cátulo Castillo,Alberto Franco
1947-10-24,Anibal TROILO,Tapera,Edmundo Rivero,TANGO,Hugo Gutiérrez,Homero Manzi
1948-02-23,Anibal TROILO,De todo te olvidas (Cabeza de novia),Floreal Ruiz,TANGO,Salvador Merico,Enrique Cadícamo
1948-02-23,Anibal TROILO,Sur,Edmundo Rivero,TANGO,Aníbal Troilo,Homero Manzi
1948-02-28,Anibal TROILO,Desvelo (De flor en flor),Floreal Ruiz,TANGO,Eduardo Bonessi,Enrique Cadícamo
1948-02-28,Anibal TROILO,Tu perro pekinés,Edmundo Rivero,TANGO,Luis Rubistein,Luis Rubistein
1948-07-08,Anibal TROILO,Cafetín de Buenos Aires,Edmundo Rivero,TANGO,Mariano Mores,Enrique Santos Discépolo
1948-07-08,Anibal TROILO,Lagrimitas de mi corazon,Floreal Ruiz y Edmundo Rivero,VALS,Enrique Rodríguez,Enrique Cadícamo
1948-10-01,Anibal TROILO,Como tú,Edmundo Rivero,TANGO,Ángel Domínguez,José Rótulo
1948-10-01,Anibal TROILO,Ojos negros,,TANGO,Vicente Greco,Pedro Numa Cordoba
1949-03-30,Anibal TROILO,Patético,,TANGO,Jorge Caldara,
1949-03-30,Anibal TROILO,Una lágrima tuya,Edmundo Rivero y Aldo Calderón,TANGO,Mariano Mores,Homero Manzi
1949-03-31,Anibal TROILO,A unos ojos,Edmundo Rivero y Aldo Calderón,VALS,Carlos Montbrún Ocampo,Hernán Videla Flores
1949-03-31,Anibal TROILO,Cuándo volverás,Aldo Calderón,TANGO,Pedro Maffia,José Horacio Staffolani
1949-03-31,Anibal TROILO,El último organito,Edmundo Rivero,TANGO,Acho Manzi,Homero Manzi
1949-03-31,Anibal TROILO,Milonga en negro,Edmundo Rivero,MILONGA,Edmundo Rivero,Edmundo Rivero
1949-06-30,Anibal TROILO,A la parrilla,,TANGO,Carlos Figari,
1949-06-30,Anibal TROILO,Mi noche triste,Edmundo Rivero,TANGO,Samuel Castriota,Pascual Contursi
1949-07-22,Anibal TROILO,La mariposa,Edmundo Rivero,TANGO,Pedro Maffia,Celedonio Flores
1949-07-22,Anibal TROILO,Selección de Julio de Caro,,TANGO,Julio De Caro,
1949-10-20,Anibal TROILO,La viajera perdida,Edmundo Rivero,TANGO,Enrique Maciel,Héctor Blomberg
1949-10-20,Anibal TROILO,Miriñaque,Edmundo Rivero y Aldo Calderón,MILONGA,Alberto Mastra,Alberto Mastra
1949-10-26,Anibal TROILO,Tu,Edmundo Rivero,TANGO,José Dames,José María Contursi
1949-10-26,Anibal TROILO,Y volvemos a querernos,Aldo Calderón,TANGO,Luciano Leocata,Abel Aznar
1950-11-00,Anibal TROILO,Che bandoneón,Jorge Casal,TANGO,Aníbal Troilo,Homero Manzi
1950-11-00,Anibal TROILO,Para lucirse,,TANGO,Astor Piazzolla,
1951-00-00,Anibal TROILO,Bien milonga,,TANGO,Ismael Spitalnik,
1951-00-00,Anibal TROILO,De vuelta al bulín,Raúl Berón,TANGO,José Martinez,Pascual Contursi
1951-00-00,Anibal TROILO,Discepolín,Raúl Berón,TANGO,Aníbal Troilo,Homero Manzi
1951-00-00,Anibal TROILO,El patio de la morocha,Jorge Casal,TANGO,Mariano Mores,Cátulo Castillo
1951-00-00,Anibal TROILO,Inspiración,,TANGO,Peregrino Paulos,Luis Rubistein
1951-00-00,Anibal TROILO,La cumparsita,,TANGO,Gerardo Matos Rodriguez,Pascual Contursi y Enrique Maroni
1951-00-00,Anibal TROILO,La trampera,,MILONGA,Aníbal Troilo,
1951-00-00,Anibal TROILO,La violeta,Jorge Casal,TANGO,Cátulo Castillo,Nicolás Olivari
1951-00-00,Anibal TROILO,Mi vieja viola,Jorge Casal,TANGO,Humberto Correa,Humberto Correa
1951-00-00,Anibal TROILO,NP (No place),Raúl Berón,TANGO,Juan José Riverol,Francisco Loiácono
1951-00-00,Anibal TROILO,Prepárense,,TANGO,Astor Piazzolla,
1951-00-00,Anibal TROILO,Responso,,TANGO,Aníbal Troilo,
1951-00-00,Anibal TROILO,Tanguango,,TANGO,Astor Piazzolla,
1951-00-00,Anibal TROILO,Tata no quiere,Aldo Calderón,MILONGA,René Ruiz,Charrúa
1951-00-00,Anibal TROILO,Un momento,Raúl Berón,VALS,Héctor Stamponi,Héctor Stamponi
1952-00-00,Anibal TROILO,Amigazo,Jorge Casal,TANGO,Juan de Dios Filiberto,Francisco Brancatti y Juan Velich
1952-00-00,Anibal TROILO,Araca corazón,Jorge Casal,TANGO,Enrique Delfino,Alberto Vacarezza
1952-00-00,Anibal TROILO,Barrio viejo del ochenta,Jorge Casal,MILONGA,Enrique Maciel,Héctor Pedro Blomberg
1952-00-00,Anibal TROILO,Buenos Aires,Jorge Casal,TANGO,Manuel Jovés,Manuel Romero
1952-00-00,Anibal TROILO,Cenizas,,TANGO,José María Rizzuti,Emilio Fresedo
1952-00-00,Anibal TROILO,Chiqué,,TANGO,Ricardo Luis Brignolo,Ricardo Brignolo
1952-00-00,Anibal TROILO,Contratiempo,,TANGO,Astor Piazzolla,
1952-00-00,Anibal TROILO,Cualquier cosa,Raúl Berón,TANGO,Herminia Velich y Juan Velich,Herminia Velich y Juan Velich
1952-00-00,Anibal TROILO,Del suburbio,Jorge Casal,TANGO,Oscar Sabino,Víctor Lamanna
1952-00-00,Anibal TROILO,El choclo,Raúl Berón,TANGO,Angel Villoldo,Angel Villoldo
1952-00-00,Anibal TROILO,El entrerriano,,TANGO,Rosendo Mendizabal,Homero Exposito
1952-00-00,Anibal TROILO,El marne,,TANGO,Eduardo Arolas,
1952-00-00,Anibal TROILO,Flor campera,Jorge Casal,TANGO,José María Aguilar,Juan Pedro López
1952-00-00,Anibal TROILO,Fuegos artificiales,,TANGO,Roberto Firpo y Eduardo Arolas,
1952-00-00,Anibal TROILO,Inspiración,,TANGO,Peregrino Paulos,Luis Rubistein
1952-00-00,Anibal TROILO,La cumparsita,,TANGO,Gerardo Matos Rodriguez,Pascual Contursi y Enrique Maroni
1952-00-00,Anibal TROILO,La mentirosa,Jorge Casal,TANGO,Anselmo Aieta,Francisco García Jiménez
1952-00-00,Anibal TROILO,Malena,Raúl Berón,TANGO,Lucio Demare,Homero Manzi
1952-00-00,Anibal TROILO,Mano brava,,MILONGA,Manuel Buzón,Enrique Cadícamo
1952-00-00,Anibal TROILO,Medianoche,Raúl Berón,TANGO,Alberto Tavarozzi,Eduardo Escaris Méndez
1952-00-00,Anibal TROILO,Orlando Goñi,,TANGO,Alfredo Gobbi,
1952-00-00,Anibal TROILO,Quejas de bandoneón,,TANGO,Juan de Dios Filiberto,
1952-00-00,Anibal TROILO,Responso,,TANGO,Aníbal Troilo,
1952-00-00,Anibal TROILO,Selección de Francisco Canaro,,TANGO,?,?
1952-00-00,Anibal TROILO,Tecleando,,TANGO,Carlos Figari,
1952-00-00,Anibal TROILO,Uno,Jorge Casal,TANGO,Mariano Mores,Enrique Santos Discepolo
1952-00-00,Anibal TROILO,Ventanita de arrabal,Jorge Casal,TANGO,Antonio Scatasso,Pascual Contursi
1953-00-00,Anibal TROILO,El monito,,TANGO,Julio De Caro,Juan Carlos Marambio Catán
1953-00-00,Anibal TROILO,Mensaje,Raúl Berón,TANGO,Enrique Santos Discepolo,Cátulo Castillo
1953-00-00,Anibal TROILO,Milonga del mayoral,Jorge Casal y Raúl Berón,MILONGA,Aníbal Troilo,Cátulo Castillo
1953-00-00,Anibal TROILO,Ojos negros,,TANGO,Vicente Greco,Pedro Numa Cordoba
1953-00-00,Anibal TROILO,Patio mío,Jorge Casal,TANGO,Aníbal Troilo,Cátulo Castillo
1953-00-00,Anibal TROILO,Triunfal,,TANGO,Astor Piazzolla,
1953-00-00,Anibal TROILO,Una canción,Jorge Casal,TANGO,Aníbal Troilo,Catulo Castillo
1953-00-00,Anibal TROILO,Vuelve la serenata,Jorge Casal y Raúl Berón,VALS,Aníbal Troilo,Cátulo Castillo
1954-00-00,Anibal TROILO,Carmín,Jorge Casal,TANGO,Víctor Buchino,Marsilio Robles
1954-00-00,Anibal TROILO,Contrabajeando,,TANGO,Aníbal Troilo y Astor Piazzolla,
1954-00-00,Anibal TROILO,Corrientes angosta,Raúl Berón,TANGO,Ángel Gatti,Ángel Gatti
1954-00-00,Anibal TROILO,De muy adentro,,TANGO,José Dames y Héctor Artola,
1954-00-00,Anibal TROILO,Don Juan,,TANGO,Ernesto Ponzio,Ricardo Podesta
1954-00-00,Anibal TROILO,El pollo Ricardo,,TANGO,Luis Alberto Fernandez,
1954-00-00,Anibal TROILO,La cantina,Jorge Casal,TANGO,Aníbal Troilo,Cátulo Castillo
1954-00-00,Anibal TROILO,La chiflada,,TANGO,Anselmo Aieta,Francisco García Jiménez
1954-00-00,Anibal TROILO,Los cosos de al lao,Jorge Casal,TANGO,Marcos Larrosa y José Canet,Marcos Larrosa y José Canet
1954-00-00,Anibal TROILO,Pero yo sé,Raúl Berón,TANGO,Azucena Maizani,Azucena Maizani
1954-00-00,Anibal TROILO,Taquito militar,,MILONGA,Mariano Mores,Dante Gilardoni
1954-00-00,Anibal TROILO,Un tango para Esthercita,Raúl Berón,TANGO,Alberto Mastra,Alberto Mastra
1955-00-00,Anibal TROILO,A fuego lento,,TANGO,Horacio Salgán,
1955-00-00,Anibal TROILO,El cantor de Buenos Aires,Carlos Olmedo,TANGO,Juan Carlos Cobián,Enrique Cadícamo
1955-00-00,Anibal TROILO,El irresistible,,TANGO,Lorenzo Logatti,
1955-00-00,Anibal TROILO,Intermezzo,,TANGO,Oscar de la Fuente,
1955-00-00,Anibal TROILO,Ivette,Raúl Berón,TANGO,Augusto Berto y Julio A. Roca,Pascual Contursi
1955-00-00,Anibal TROILO,Recordándote,Carlos Olmedo,TANGO,Guillermo Barbieri,José De Grandis
1956-00-00,Anibal TROILO,Bandoneón arrabalero,Roberto Goyeneche,TANGO,Bachicha,Pascual Contursi
1956-00-00,Anibal TROILO,Calla,Roberto Goyeneche,TANGO,Roberto Rufino,Manuel Barros
1956-00-00,Anibal TROILO,Callejón,Angel Cardenas,TANGO,Roberto Grela,Héctor Marcó
1956-00-00,Anibal TROILO,Cantor de mi barrio,Roberto Goyeneche,TANGO,Juan José Riverol y Francisco Loiácono,Juan José Riverol y Francisco Loiácono
1956-00-00,Anibal TROILO,Chuzas,Angel Cardenas,MILONGA,René Ruiz,Enrique Uzal
1956-00-00,Anibal TROILO,Color de rosa,,TANGO,Pedro Polito y Antonio Polito,
1956-00-00,Anibal TROILO,Corralera,,MILONGA,Anselmo Aieta,
1956-00-00,Anibal TROILO,Fraternal,,TANGO,Ismael Spitalnik,
1956-00-00,Anibal TROILO,Milonga que peina cañas,Roberto Goyeneche,MILONGA,Alberto Gómez,Alberto Gómez
1956-00-00,Anibal TROILO,Pablo,,TANGO,José Martínez,
1956-00-00,Anibal TROILO,Qué risa,Angel Cardenas,TANGO,Marsilio Robles,Marsilio Robles
1956-00-00,Anibal TROILO,Quién,Angel Cardenas,TANGO,Osvaldo Manzi,Luis Lira
1956-00-00,Anibal TROILO,"Vamos, vamos, zaino viejo",Angel Cardenas,TANGO,Fernando Tell,Victorino Velázquez
1956-00-00,Anibal TROILO,Viejo baldío,Pablo Lozano,TANGO,Roberto Grela,Víctor Lamanna
1956-08-08,Anibal TROILO,La última curda,Edmundo Rivero,TANGO,Aníbal Troilo,Cátulo Castillo
1956-08-08,Anibal TROILO,Sur,Edmundo Rivero,TANGO,Aníbal Troilo,Homero Manzi
1957-07-10,Anibal TROILO,La flor de la canela,Roberto Goyeneche y Angel Cardenas,VALS,Chabuca Granda,Chabuca Granda
1957-07-10,Anibal TROILO,Lo que vos te merecés,Roberto Goyeneche,TANGO,Carlos Olmedo,Abel Aznar
1957-07-10,Anibal TROILO,Retirao (El retirao),,TANGO,Carlos Posadas,
1957-07-10,Anibal TROILO,Te llaman Malevo,Angel Cardenas,TANGO,Aníbal Troilo,Homero Expósito
1957-09-24,Anibal TROILO,Lo que vendrá,,TANGO,Astor Piazzolla,
1957-09-24,Anibal TROILO,Pa' lo que te va a durar,Roberto Goyeneche,TANGO,Guillermo Barbieri,Celedonio Flores
1957-09-25,Anibal TROILO,Inspiración,,TANGO,Peregrino Paulos,Luis Rubistein
1957-09-25,Anibal TROILO,La última,Angel Cardenas,TANGO,Antonio Blanco,Julio Camilloni
1958-06-06,Anibal TROILO,La bordona,,TANGO,Emilio Balcarce,
1958-06-06,Anibal TROILO,La calesita,Roberto Goyeneche y Angel Cardenas,TANGO,Mariano Mores,Cátulo Castillo
1958-12-15,Anibal TROILO,Danzarín,,TANGO,Julián Plaza,
1958-12-15,Anibal TROILO,La vuelta del montonero (Gloria a Entre Ríos),Angel Cardenas,MILONGA,Antonio Benítez,Claudio Martínez Payva
1958-12-15,Anibal TROILO,Un boliche,Roberto Goyeneche,TANGO,Carlos Acuña,Tito Cabano
1958-12-15,Anibal TROILO,Yo tengo un pecado nuevo,Angel Cardenas,TANGO,Mariano Mores,Alberto Laureano Martínez
1958-12-16,Anibal TROILO,El metejón,Roberto Goyeneche,TANGO,Roberto Goyeneche,Florencio Chiarello
1958-12-16,Anibal TROILO,Malón de ausencia,Roberto Goyeneche y Angel Cardenas,MALAMBO,Edmundo Rivero,Edmundo Rivero
1958-12-16,Anibal TROILO,Qué me importa tu pasado,Angel Cardenas,TANGO,Manuel Sucher,Roberto Giménez
1958-12-16,Anibal TROILO,Quejas de bandoneón,,TANGO,Juan de Dios Filiberto,
1958-12-23,Anibal TROILO,Aguantate Casimiro,Roberto Goyeneche,TANGO,Alberto Mastra,Alberto Mastra
1958-12-23,Anibal TROILO,Aquel tapado de armiño,Angel Cardenas,TANGO,Enrique Delfino,Manuel Romero
1958-12-23,Anibal TROILO,Barrio pobre,Roberto Goyeneche,TANGO,Vicente Belvedere,Francisco García Jiménez
1958-12-23,Anibal TROILO,Ni más ni menos,Angel Cardenas,MILONGA,Félix Dardo Palorma,Félix Dardo Palorma
1959-06-04,Anibal TROILO,Marinera,Angel Cardenas,TANGO,Pedro Laurenz,Carlos Marín
1959-06-04,Anibal TROILO,San Pedro y San Pablo,Roberto Goyeneche,TANGO,Ismael Spitalnik,Julio Huasi
1961-08-18,Anibal TROILO,A Homero,Roberto Goyeneche,TANGO,Aníbal Troilo,Cátulo Castillo
1961-08-18,Anibal TROILO,Melancolico,,TANGO,Julián Plaza,
1961-08-18,Anibal TROILO,Nocturna,,MILONGA,Julián Plaza,
1961-08-23,Anibal TROILO,El motivo (Pobre paica),Roberto Goyeneche,TANGO,Juan Carlos Cobián,Pascual Contursi
1961-08-23,Anibal TROILO,Mi luna,Roberto Goyeneche,TANGO,Carlos Olmedo,Lito Bayardo
1961-08-23,Anibal TROILO,Tierrita,,TANGO,Agustín Bardi,Jesús Fernández Blanco
1962-01-09,Anibal TROILO,Garúa,Roberto Goyeneche,TANGO,Aníbal Troilo,Enrique Cadícamo
1962-02-09,Anibal TROILO,Cachirliando,Elba Berón,MILONGA,Adolfo Berón,Enrique Uzal
1962-02-09,Anibal TROILO,Coplas,Roberto Goyeneche y Elba Berón,TANGO,Aníbal Troilo,Alberto Laureano Martínez
1962-02-09,Anibal TROILO,Desencuentro,Elba Berón,TANGO,Aníbal Troilo,Cátulo Castillo
